"miR" "bone" "bone.marrow" "heart" "kidney" "ovary" "placenta" "salivary.gland"
"1000" "hsa-miR-4695-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1001" "hsa-miR-4696" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1002" "hsa-miR-4697-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1003" "hsa-miR-4698" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1004" "hsa-miR-4699-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1005" "hsa-miR-4700-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1006" "hsa-miR-4701-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1007" "hsa-miR-4703-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1008" "hsa-miR-4704-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1009" "hsa-miR-4708-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1010" "hsa-miR-4709-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1011" "hsa-miR-4709-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1012" "hsa-miR-4711-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1013" "hsa-miR-4711-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1014" "hsa-miR-4712-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1015" "hsa-miR-4713-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1016" "hsa-miR-4713-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1017" "hsa-miR-4714-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1018" "hsa-miR-4715-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1019" "hsa-miR-4716-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1020" "hsa-miR-4717-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1021" "hsa-miR-4717-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1022" "hsa-miR-4718" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1023" "hsa-miR-4719" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1024" "hsa-miR-4720-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1025" "hsa-miR-4721" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1026" "hsa-miR-4722-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1027" "hsa-miR-4723-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1028" "hsa-miR-4724-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1029" "hsa-miR-4724-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1030" "hsa-miR-4725-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1031" "hsa-miR-4726-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1032" "hsa-miR-4727-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1033" "hsa-miR-4728-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1034" "hsa-miR-4728-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1035" "hsa-miR-4729" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1036" "hsa-miR-4731-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1037" "hsa-miR-4731-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1038" "hsa-miR-4732-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1039" "hsa-miR-4733-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1040" "hsa-miR-4733-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1041" "hsa-miR-4735-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1042" "hsa-miR-4735-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1043" "hsa-miR-4736" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1044" "hsa-miR-4738-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1045" "hsa-miR-4739" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1046" "hsa-miR-4742-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1047" "hsa-miR-4742-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1048" "hsa-miR-4744" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1049" "hsa-miR-4745-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1050" "hsa-miR-4747-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1051" "hsa-miR-4752" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1052" "hsa-miR-4753-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1053" "hsa-miR-4753-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1054" "hsa-miR-4755-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1055" "hsa-miR-4756-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1056" "hsa-miR-4756-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1057" "hsa-miR-4757-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1058" "hsa-miR-4759" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1059" "hsa-miR-4760-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1060" "hsa-miR-4760-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1061" "hsa-miR-4761-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1062" "hsa-miR-4761-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1063" "hsa-miR-4762-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1064" "hsa-miR-4763-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1065" "hsa-miR-4766-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1066" "hsa-miR-4766-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1067" "hsa-miR-4768-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1068" "hsa-miR-4768-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1069" "hsa-miR-4769-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1070" "hsa-miR-4770" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1071" "hsa-miR-4771" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1072" "hsa-miR-4772-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1073" "hsa-miR-4773" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1074" "hsa-miR-4774-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1075" "hsa-miR-4774-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1076" "hsa-miR-4775" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1077" "hsa-miR-4776-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1078" "hsa-miR-4777-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1079" "hsa-miR-4778-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1080" "hsa-miR-4778-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1081" "hsa-miR-4779" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1082" "hsa-miR-4780" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1083" "hsa-miR-4781-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1084" "hsa-miR-4782-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1085" "hsa-miR-4782-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1086" "hsa-miR-4784" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1087" "hsa-miR-4786-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1088" "hsa-miR-4789-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1089" "hsa-miR-4789-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1090" "hsa-miR-4790-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1091" "hsa-miR-4790-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1092" "hsa-miR-4793-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1093" "hsa-miR-4793-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1094" "hsa-miR-4795-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1095" "hsa-miR-4795-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1096" "hsa-miR-4796-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1097" "hsa-miR-4796-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1098" "hsa-miR-4797-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1099" "hsa-miR-4799-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1100" "hsa-miR-4801" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1101" "hsa-miR-4802-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1102" "hsa-miR-4803" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1103" "hsa-miR-483-3p" "1" "not on expr" "1" "1" "1" "?" "1"
"1104" "hsa-miR-483-5p" "1" "not on expr" "1" "1" "1" "?" "1"
"1105" "hsa-miR-484" "1" "not on expr" "1" "1" "1" "1" "1"
"1106" "hsa-miR-485-3p" "1" "not on expr" "1" "1" "1" "1" "1"
"1107" "hsa-miR-485-5p" "1" "not on expr" "1" "1" "1" "1" "1"
"1108" "hsa-miR-486-3p" "1" "not on expr" "1" "1" "1" "?" "1"
"1109" "hsa-miR-486-5p" "1" "not on expr" "1" "1" "1" "?" "1"
"1110" "hsa-miR-487a-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1111" "hsa-miR-487b-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1112" "hsa-miR-488-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1113" "hsa-miR-488-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1114" "hsa-miR-489-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1115" "hsa-miR-490-3p" "1" "not on expr" "1" "1" "1" "?" "1"
"1116" "hsa-miR-490-5p" "1" "not on expr" "1" "1" "1" "?" "1"
"1117" "hsa-miR-491-3p" "1" "not on expr" "1" "1" "1" "?" "1"
"1118" "hsa-miR-491-5p" "1" "not on expr" "1" "1" "1" "?" "1"
"1119" "hsa-miR-492" "1" "not on expr" "1" "1" "1" "1" "1"
"1120" "hsa-miR-493-3p" "?" "not on expr" "?" "?" "?" "1" "?"
"1121" "hsa-miR-493-5p" "?" "not on expr" "?" "?" "?" "1" "?"
"1122" "hsa-miR-494-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1123" "hsa-miR-495-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1124" "hsa-miR-496" "1" "not on expr" "1" "1" "1" "1" "1"
"1125" "hsa-miR-497-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1126" "hsa-miR-497-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1127" "hsa-miR-498" "1" "not on expr" "1" "1" "1" "1" "1"
"1128" "hsa-miR-4999-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1129" "hsa-miR-499a-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1130" "hsa-miR-499a-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1131" "hsa-miR-499b-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1132" "hsa-miR-499b-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1133" "hsa-miR-5000-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1134" "hsa-miR-5000-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1135" "hsa-miR-5001-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1136" "hsa-miR-5001-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1137" "hsa-miR-5002-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1138" "hsa-miR-5002-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1139" "hsa-miR-5003-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1140" "hsa-miR-5003-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1141" "hsa-miR-5004-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1142" "hsa-miR-5006-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1143" "hsa-miR-5006-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1144" "hsa-miR-5007-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1145" "hsa-miR-5008-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1146" "hsa-miR-5009-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1147" "hsa-miR-5009-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1148" "hsa-miR-500a-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1149" "hsa-miR-500a-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1150" "hsa-miR-500b-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1151" "hsa-miR-501-3p" "1" "not on expr" "1" "1" "1" "?" "1"
"1152" "hsa-miR-501-5p" "1" "not on expr" "1" "1" "1" "?" "1"
"1153" "hsa-miR-5010-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1154" "hsa-miR-5011-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1155" "hsa-miR-5011-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1156" "hsa-miR-502-3p" "1" "not on expr" "1" "1" "1" "?" "1"
"1157" "hsa-miR-502-5p" "1" "not on expr" "1" "1" "1" "?" "1"
"1158" "hsa-miR-503-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1159" "hsa-miR-504-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1160" "hsa-miR-5047" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1161" "hsa-miR-505-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1162" "hsa-miR-505-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1163" "hsa-miR-506-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1164" "hsa-miR-507" "1" "not on expr" "1" "1" "1" "1" "1"
"1165" "hsa-miR-508-3p" "1" "not on expr" "1" "1" "1" "?" "1"
"1166" "hsa-miR-508-5p" "1" "not on expr" "1" "1" "1" "?" "1"
"1167" "hsa-miR-5087" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1168" "hsa-miR-5089-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1169" "hsa-miR-509-3-5p" "1" "not on expr" "1" "1" "1" "?" "1"
"1170" "hsa-miR-509-3p" "1" "not on expr" "1" "1" "1" "?" "1"
"1171" "hsa-miR-509-5p" "1" "not on expr" "1" "1" "1" "?" "1"
"1172" "hsa-miR-5093" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1173" "hsa-miR-5094" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1174" "hsa-miR-5096" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1175" "hsa-miR-510-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1176" "hsa-miR-511-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1177" "hsa-miR-512-3p" "1" "not on expr" "1" "1" "1" "1" "1"
"1178" "hsa-miR-512-5p" "1" "not on expr" "1" "1" "1" "1" "1"
"1179" "hsa-miR-513a-3p" "1" "not on expr" "1" "1" "1" "?" "1"
"1180" "hsa-miR-513a-5p" "1" "not on expr" "1" "1" "1" "?" "1"
"1181" "hsa-miR-513b-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1182" "hsa-miR-513c-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1183" "hsa-miR-513c-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1184" "hsa-miR-514a-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1185" "hsa-miR-514a-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1186" "hsa-miR-514b-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1187" "hsa-miR-514b-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1188" "hsa-miR-515-3p" "1" "not on expr" "1" "1" "1" "1" "1"
"1189" "hsa-miR-515-5p" "1" "not on expr" "1" "1" "1" "1" "1"
"1190" "hsa-miR-516a-5p" "1" "not on expr" "1" "1" "1" "?" "1"
"1191" "hsa-miR-516b-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1192" "hsa-miR-516b-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1193" "hsa-miR-517-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1194" "hsa-miR-517a-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1195" "hsa-miR-517b-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1196" "hsa-miR-517c-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1197" "hsa-miR-5187-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1198" "hsa-miR-5189-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1199" "hsa-miR-518a-3p" "1" "not on expr" "1" "1" "1" "?" "1"
"1200" "hsa-miR-518a-5p" "?" "not on expr" "1" "1" "1" "?" "1"
"1201" "hsa-miR-518b" "1" "not on expr" "1" "1" "1" "1" "1"
"1202" "hsa-miR-518c-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1203" "hsa-miR-518c-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1204" "hsa-miR-518d-3p" "1" "not on expr" "1" "1" "1" "?" "1"
"1205" "hsa-miR-518d-5p" "1" "not on expr" "?" "?" "?" "?" "?"
"1206" "hsa-miR-518e-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1207" "hsa-miR-518e-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1208" "hsa-miR-518f-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1209" "hsa-miR-518f-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1210" "hsa-miR-5190" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1211" "hsa-miR-5192" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1212" "hsa-miR-5193" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1213" "hsa-miR-5195-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1214" "hsa-miR-5196-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1215" "hsa-miR-5196-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1216" "hsa-miR-5197-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1217" "hsa-miR-5197-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1218" "hsa-miR-519a-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1219" "hsa-miR-519a-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1220" "hsa-miR-519b-3p" "1" "not on expr" "1" "1" "1" "?" "1"
"1221" "hsa-miR-519b-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1222" "hsa-miR-519c-3p" "1" "not on expr" "1" "1" "1" "?" "1"
"1223" "hsa-miR-519c-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1224" "hsa-miR-519d-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1225" "hsa-miR-519e-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1226" "hsa-miR-519e-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1227" "hsa-miR-520a-3p" "1" "not on expr" "1" "1" "1" "?" "1"
"1228" "hsa-miR-520a-5p" "1" "not on expr" "1" "1" "1" "?" "1"
"1229" "hsa-miR-520b" "1" "not on expr" "1" "1" "1" "1" "1"
"1230" "hsa-miR-520c-3p" "1" "not on expr" "1" "1" "1" "?" "1"
"1231" "hsa-miR-520c-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1232" "hsa-miR-520d-3p" "1" "not on expr" "1" "1" "1" "?" "1"
"1233" "hsa-miR-520d-5p" "1" "not on expr" "?" "?" "?" "?" "?"
"1234" "hsa-miR-520e" "1" "not on expr" "1" "1" "1" "1" "1"
"1235" "hsa-miR-520f-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1236" "hsa-miR-520g-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1237" "hsa-miR-520h" "1" "not on expr" "1" "1" "1" "1" "1"
"1238" "hsa-miR-521" "1" "not on expr" "1" "1" "1" "1" "1"
"1239" "hsa-miR-522-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1240" "hsa-miR-522-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1241" "hsa-miR-523-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1242" "hsa-miR-523-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1243" "hsa-miR-524-3p" "1" "not on expr" "1" "1" "1" "?" "1"
"1244" "hsa-miR-524-5p" "1" "not on expr" "?" "?" "?" "?" "?"
"1245" "hsa-miR-525-3p" "1" "not on expr" "1" "1" "1" "?" "1"
"1246" "hsa-miR-525-5p" "1" "not on expr" "1" "1" "1" "?" "1"
